scenario,label,method,rep,seed,n,test_n,conversion,converters,success,error,warnings,log_ratio_rmse,lift_mae,lift_bias,rank_spearman,theta0,theta1,moment_norm,propensity_clip_fraction
continuous_common,Contínuo: efeito comum,DML,5,20261911,12000,2000,0.0505,606,True,,,0.06748365481109271,0.05323194745850863,0.01145894413009455,,-0.41432531666705774,0.0852601921049002,3.2157357185980536e-18,
continuous_common,Contínuo: efeito comum,S-learner,5,20261911,12000,2000,0.0505,606,True,,,0.3044825933835524,0.27275259345263,0.10719034299717335,,,,,
continuous_common,Contínuo: efeito comum,Q,6,20261912,12000,2000,0.048666666666666664,584,True,,,0.812099342112614,0.8414458205207972,0.5363079416693801,,,,,
continuous_common,Contínuo: efeito comum,DML,6,20261912,12000,2000,0.048666666666666664,584,True,,,0.2116449981466308,0.17099005353651153,0.0613104061712865,,-0.6083194246520411,0.2066230859039495,6.429589267464868e-19,
continuous_common,Contínuo: efeito comum,S-learner,6,20261912,12000,2000,0.048666666666666664,584,True,,,0.43466436016497007,0.4694371143244546,0.2506869661276435,,,,,
continuous_common,Contínuo: efeito comum,Q,7,20261913,12000,2000,0.04691666666666667,563,True,,,0.35559776491158884,0.2139271754865606,-0.009486955432419023,,,,,
continuous_common,Contínuo: efeito comum,DML,7,20261913,12000,2000,0.04691666666666667,563,True,,,0.017437317512531605,0.014999301928371315,-0.0015576144805122948,,-0.33702167374571756,-0.024783636972142756,5.075257928923324e-19,
continuous_common,Contínuo: efeito comum,S-learner,7,20261913,12000,2000,0.04691666666666667,563,True,,,0.28427693527422354,0.24231442514156404,0.09695754207717286,,,,,
continuous_common,Contínuo: efeito comum,Q,8,20261914,12000,2000,0.04625,555,True,,,0.42068413582412845,0.32352607676535144,0.15835316434457056,,,,,
continuous_common,Contínuo: efeito comum,DML,8,20261914,12000,2000,0.04625,555,True,,,0.16044676777065878,0.13331954953441777,0.04320386031549223,,-0.5605526482718095,0.14427512176041696,1.5038501045781771e-18,
continuous_common,Contínuo: efeito comum,S-learner,8,20261914,12000,2000,0.04625,555,True,,,0.2910286265924616,0.2608758022590662,0.19275436102731788,,,,,
continuous_common,Contínuo: efeito comum,Q,9,20261915,12000,2000,0.051333333333333335,616,True,,,0.8805976528853052,1.4691053455645118,1.4581439322235878,,,,,
continuous_common,Contínuo: efeito comum,DML,9,20261915,12000,2000,0.051333333333333335,616,True,,,0.1227400884924244,0.09701114387849395,0.029614552160871967,,-0.5017942569845137,0.11926046980249294,1.3892768742260313e-18,
continuous_common,Contínuo: efeito comum,S-learner,9,20261915,12000,2000,0.051333333333333335,616,True,,,0.7419681572592622,1.1110464623762402,1.1094719732283524,,,,,
continuous_common,Contínuo: efeito comum,Q,10,20261916,12000,2000,0.04708333333333333,565,True,,,0.6679583476607832,0.34306485812245385,-0.2946094497387655,,,,,
continuous_common,Contínuo: efeito comum,DML,10,20261916,12000,2000,0.04708333333333333,565,True,,,0.0479444510587381,0.04673691498823445,0.0017226407311381436,,-0.35611532148218444,-0.0757495825767638,2.9774213992886947e-19,
continuous_common,Contínuo: efeito comum,S-learner,10,20261916,12000,2000,0.04708333333333333,565,True,,,0.46237841182331424,0.2654712612050774,-0.18645236992493072,,,,,
continuous_common,Contínuo: efeito comum,Q,11,20261917,12000,2000,0.05241666666666667,629,True,,,0.43910878383076835,0.3161706598376975,-0.1439105435810146,,,,,
continuous_common,Contínuo: efeito comum,DML,11,20261917,12000,2000,0.05241666666666667,629,True,,,0.0775840690263158,0.07355168648075602,0.01979511128965258,,-0.4664398158519501,-0.034739520250198955,2.0387044951374617e-18,
continuous_common,Contínuo: efeito comum,S-learner,11,20261917,12000,2000,0.05241666666666667,629,True,,,0.3909263458534061,0.2780819898578254,-0.1684989787750749,,,,,
continuous_common,Contínuo: efeito comum,Q,12,20261918,12000,2000,0.04591666666666667,551,True,,,0.5479199657595654,0.678120110106535,0.6491475112912858,,,,,
continuous_common,Contínuo: efeito comum,DML,12,20261918,12000,2000,0.04591666666666667,551,True,,,0.004907247716501685,0.00476157600104372,0.00014297581464522912,,-0.350898961339291,0.0077040907840978225,7.62911364723461e-19,
continuous_common,Contínuo: efeito comum,S-learner,12,20261918,12000,2000,0.04591666666666667,551,True,,,0.3050070208103625,0.29326831627177724,0.23444012124598612,,,,,
continuous_common,Contínuo: efeito comum,Q,13,20261919,12000,2000,0.0465,558,True,,,0.4530782492585646,0.273237911987735,-0.1909518383607128,,,,,
continuous_common,Contínuo: efeito comum,DML,13,20261919,12000,2000,0.0465,558,True,,,0.05478886824595434,0.0515530553523341,-0.0020399945720916113,,-0.3277388643877347,-0.0829001127990195,2.752708760879753e-18,
continuous_common,Contínuo: efeito comum,S-learner,13,20261919,12000,2000,0.0465,558,True,,,0.36593276153217463,0.26976004400677506,-0.15150488054228492,,,,,
continuous_common,Contínuo: efeito comum,Q,14,20261920,12000,2000,0.050333333333333334,604,True,,,0.3998511008293005,0.30629515314119105,0.021519637999733065,,,,,
continuous_common,Contínuo: efeito comum,DML,14,20261920,12000,2000,0.050333333333333334,604,True,,,0.022117936683416058,0.016380717195078602,-0.0030750497931195733,,-0.3273000541644382,-0.025908619470271108,6.743462195809303e-19,
continuous_common,Contínuo: efeito comum,S-learner,14,20261920,12000,2000,0.050333333333333334,604,True,,,0.36161151705725614,0.3134010723439439,0.0036700166088363133,,,,,
continuous_common,Contínuo: efeito comum,Q,15,20261921,12000,2000,0.04841666666666666,581,True,,,0.3594039485375836,0.3027703786793432,0.15909090547822238,,,,,
continuous_common,Contínuo: efeito comum,DML,15,20261921,12000,2000,0.04841666666666666,581,True,,,0.06789731195413899,0.05768855464014392,-0.004827675347274054,,-0.29824429613661896,0.09457460041864023,1.0855297723544617e-18,
continuous_common,Contínuo: efeito comum,S-learner,15,20261921,12000,2000,0.04841666666666666,581,True,,,0.24517167964779288,0.19738821570439644,-0.010245680399111215,,,,,
continuous_common,Contínuo: efeito comum,Q,16,20261922,12000,2000,0.049166666666666664,590,True,,,0.4727267073302847,0.31491553966995184,-0.019340832507872108,,,,,
continuous_common,Contínuo: efeito comum,DML,16,20261922,12000,2000,0.049166666666666664,590,True,,,0.09145577977494145,0.08153517861939305,-0.01460594633397166,,-0.2182466375659433,-0.05577238281544828,1.3318111613723184e-18,
continuous_common,Contínuo: efeito comum,S-learner,16,20261922,12000,2000,0.049166666666666664,590,True,,,0.37041663754650955,0.28464606535758025,-0.04095482051998687,,,,,
continuous_common,Contínuo: efeito comum,Q,17,20261923,12000,2000,0.046,552,True,,,0.40505921224050984,0.3601409776179941,0.11033207606562928,,,,,
continuous_common,Contínuo: efeito comum,DML,17,20261923,12000,2000,0.046,552,True,,,0.06876026932101878,0.0578885648909364,0.010374816686581958,,-0.40679564350854164,0.09327455838829257,9.785718354637574e-19,
continuous_common,Contínuo: efeito comum,S-learner,17,20261923,12000,2000,0.046,552,True,,,0.3277978528047246,0.3072792785050309,0.14352825589399157,,,,,
continuous_common,Contínuo: efeito comum,Q,18,20261924,12000,2000,0.043916666666666666,527,True,,,1.0060126076500209,0.4084919715723734,-0.23354644175206188,,,,,
continuous_common,Contínuo: efeito comum,DML,18,20261924,12000,2000,0.043916666666666666,527,True,,,0.0988426055323993,0.09790697202750817,0.027210173903153303,,-0.506335232727673,0.00614039297744527,2.5054704640941694e-19,
continuous_common,Contínuo: efeito comum,S-learner,18,20261924,12000,2000,0.043916666666666666,527,True,,,0.5363692194007552,0.3525541954608478,-0.11697826235224651,,,,,
continuous_common,Contínuo: efeito comum,Q,19,20261925,12000,2000,0.04825,579,True,,,0.45989053661913354,0.513483340010771,0.3448748717895771,,,,,
continuous_common,Contínuo: efeito comum,DML,19,20261925,12000,2000,0.04825,579,True,,,0.07951137083269484,0.07785648510109924,0.0209289721706862,,-0.47490292859409783,0.017011636851618144,1.3031498744410277e-18,
continuous_common,Contínuo: efeito comum,S-learner,19,20261925,12000,2000,0.04825,579,True,,,0.41214043308059595,0.46955513119305686,0.36932598018592555,,,,,
continuous_common,Contínuo: efeito comum,Q,20,20261926,12000,2000,0.045,540,True,,,0.3741368948274859,0.31509169370776646,0.056104691232413906,,,,,
continuous_common,Contínuo: efeito comum,DML,20,20261926,12000,2000,0.045,540,True,,,0.09207259207335423,0.08718460662366974,-0.015846045249052167,,-0.2066477096571382,0.0292035273134079,1.7934799963748516e-19,
